"","sex","degree","income","marital","age","height","weight","wrkstat","wkvsfam","wealth","waypaid","realinc","realrinc","satjob","rincome","partyid","fefam","fechld","absingle"
"583",2,1,12,3,44,63,155,1,2,4,1,20430,20430,2,12,2,NA,NA,2
"584",1,1,9,5,56,71,135,1,2,3,2,10782.5,10782.5,2,11,4,3,2,NA
"585",2,1,12,1,45,64,182,2,3,4,2,37455,3405,2,7,3,NA,NA,1
"586",2,0,8,5,27,61,158,1,4,1,2,5107.5,5107.5,1,9,3,4,1,NA
"587",1,3,12,1,53,67,192,1,3,7,4,20430,20430,1,12,1,2,3,NA
"588",2,2,12,2,66,69,135,1,3,4,2,12485,12485,1,12,0,4,2,NA
"589",2,3,12,3,48,67,187,1,2,8,1,45400,24970,1,12,1,4,1,1
"590",2,1,12,1,50,63,178,1,2,7,2,45400,17025,2,12,0,1,4,NA
"591",2,0,NA,5,18,59,103,2,3,NA,2,NA,NA,1,NA,3,3,3,NA
"592",1,3,11,5,51,70,185,2,1,1,6,10782.5,10782.5,1,11,2,NA,NA,2
"593",2,1,12,3,63,62,240,1,4,4,2,30645,24970,1,12,0,3,2,NA
"594",2,1,12,1,57,63,140,2,3,3,2,30645,2043,1,4,1,NA,NA,2
"595",1,3,11,2,68,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,0,4,1,NA
"596",1,1,12,1,64,75,205,1,3,12,2,45400,NA,1,NA,6,3,3,NA
"597",1,1,12,5,26,70,230,1,1,4,2,20430,12485,2,12,4,1,3,2
"598",2,2,12,1,58,NA,NA,7,NA,NA,NA,119879.41732,72640,1,12,3,NA,NA,2
"599",2,4,12,1,53,63,153,1,2,8,1,119879.41732,63560,1,12,0,4,1,NA
"600",1,1,10,5,28,NA,130,1,4,2,2,7377.5,2497,2,5,3,1,3,NA
"601",2,0,12,1,30,NA,NA,7,NA,NA,NA,12485,NA,2,NA,1,3,1,2
"602",1,2,12,1,53,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,6,2,3,NA
"603",1,1,12,1,56,71,213,1,1,6,1,30645,24970,1,12,6,1,3,NA
"604",1,1,8,5,20,NA,NA,6,NA,NA,NA,4086,227,NA,1,3,3,2,2
"605",2,3,12,5,64,NA,NA,4,NA,NA,NA,119879.41732,151050.72136,4,12,1,3,1,NA
"606",1,1,12,5,40,NA,NA,7,NA,NA,NA,17025,1589,2,3,3,3,3,1
"607",2,1,12,1,64,NA,NA,7,NA,NA,NA,12485,NA,2,NA,3,2,3,NA
"608",2,1,12,1,39,64,180,1,3,4,2,30645,8512.5,1,10,1,3,1,2
"609",2,0,6,1,42,NA,NA,7,NA,NA,NA,2951,NA,1,NA,6,NA,NA,2
"610",1,0,NA,5,22,69,150,1,4,1,1,NA,2043,1,4,4,2,3,2
"611",1,0,10,1,51,NA,220,1,2,3,1,7377.5,NA,3,NA,6,2,3,2
"612",2,0,12,3,40,63,145,1,4,2,2,14755,NA,1,NA,3,NA,NA,2
"613",1,0,12,3,40,65,180,1,4,4,2,54480,24970,1,12,3,3,2,1
"614",2,1,12,1,24,NA,NA,7,NA,NA,NA,30645,NA,1,NA,3,4,2,NA
"615",2,0,5,5,27,NA,NA,7,NA,NA,NA,2497,NA,2,NA,3,2,2,NA
"616",2,0,11,1,34,NA,NA,7,NA,NA,NA,9647.5,NA,1,NA,1,NA,NA,2
"617",2,1,8,5,24,NA,NA,7,NA,NA,NA,4086,NA,NA,NA,3,NA,NA,NA
"618",2,1,4,1,34,NA,NA,7,NA,NA,NA,2043,NA,1,NA,4,1,1,NA
"619",2,3,10,1,44,NA,NA,4,NA,NA,NA,8512.5,NA,2,NA,2,NA,NA,2
"620",2,1,12,2,80,NA,NA,7,NA,NA,NA,14755,NA,1,NA,6,3,2,NA
"621",2,3,12,1,61,NA,NA,7,NA,NA,NA,119879.41732,NA,1,NA,5,3,2,NA
"622",2,1,12,3,39,66,185,2,3,2,2,54480,7377.5,3,10,2,3,3,1
"623",2,4,12,5,41,67,190,1,3,7,1,45400,37455,1,12,2,3,1,NA
"624",1,1,12,1,34,70,195,1,4,8,2,37455,30645,1,12,2,3,4,2
"625",2,4,NA,1,70,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA
"626",2,1,12,4,49,66,180,1,2,2,2,54480,45400,1,12,2,NA,NA,1
"627",2,4,NA,1,59,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,3,1,NA
"628",2,4,12,5,31,64,140,1,2,1,1,17025,17025,1,12,2,NA,NA,1
"629",1,3,12,4,77,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,6,3,2,2
"630",2,3,NA,3,40,68,125,2,2,NA,5,NA,NA,2,NA,3,2,2,NA
"631",2,4,NA,1,53,NA,NA,2,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA
"632",2,1,10,5,29,NA,NA,4,NA,NA,NA,8512.5,8512.5,3,10,1,3,1,NA
"633",2,1,12,5,39,63,140,1,4,4,2,17025,17025,3,12,0,NA,NA,1
"634",2,1,12,5,27,66,NA,3,3,5,2,17025,17025,1,12,1,3,1,NA
"635",1,4,12,3,62,71,162,1,3,NA,1,37455,37455,1,12,0,2,2,2
"636",2,1,9,4,48,67,230,2,3,1,2,5107.5,5107.5,2,9,2,NA,NA,2
"637",2,1,12,1,28,62,154,1,3,3,2,30645,12485,1,12,2,3,2,NA
"638",1,1,9,1,47,NA,NA,4,NA,NA,NA,6242.5,6242.5,2,9,2,2,1,1
"639",2,1,12,5,42,63,142,1,3,2,2,17025,17025,2,12,0,3,2,NA
"640",2,1,12,1,38,64,155,2,3,7,2,54480,1589,2,3,5,3,1,NA
"641",1,3,12,1,53,74,220,3,1,9,2,45400,20430,2,12,7,3,2,1
"642",1,1,12,3,40,72,215,1,2,NA,2,30645,30645,2,12,2,NA,NA,2
"643",1,2,12,1,57,68,195,1,2,10,1,119879.41732,63560,1,12,6,3,1,NA
"644",1,1,12,1,51,67,190,1,4,NA,1,24970,4086,1,8,3,3,2,2
"645",2,2,9,4,60,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,3,NA,NA,2
"646",2,4,12,3,55,64,120,1,2,8,1,54480,54480,1,12,5,4,3,NA
"647",2,1,12,1,40,68,NA,1,2,8,10,119879.41732,151050.72136,2,12,6,1,1,2
"648",1,0,NA,1,25,74,160,1,2,3,2,NA,NA,2,NA,3,4,3,NA
"649",2,0,10,5,19,NA,NA,7,NA,NA,NA,8512.5,5107.5,2,9,2,1,3,NA
"650",1,0,11,5,46,NA,NA,4,NA,NA,NA,9647.5,9647.5,2,11,2,2,2,2
"651",2,0,9,3,60,NA,NA,8,NA,NA,NA,5107.5,NA,NA,NA,5,1,2,NA
"652",2,1,4,5,22,64,145,2,3,1,2,2043,2043,2,4,3,3,1,1
"653",2,4,12,5,29,65,185,1,3,NA,2,24970,24970,2,12,1,4,3,1
"654",1,3,12,5,28,69,175,2,3,3,2,14755,14755,3,12,2,NA,NA,1
"655",2,1,9,5,36,65,178,1,2,2,2,6242.5,6242.5,2,9,0,4,4,NA
"656",2,3,12,1,29,NA,NA,7,NA,NA,NA,14755,14755,1,12,3,NA,NA,1
"657",1,1,12,1,40,74,220,1,3,1,2,20430,20430,1,12,1,4,1,NA
"658",1,1,12,1,47,73,195,1,4,8,1,37455,30645,2,12,3,NA,NA,2
"659",2,1,12,5,NA,NA,NA,1,NA,9,NA,37455,37455,NA,12,3,3,1,NA
"660",1,1,12,3,51,74,187,1,4,3,1,14755,14755,1,12,0,3,3,2
"661",1,1,10,5,63,NA,NA,4,NA,NA,NA,7377.5,NA,2,NA,2,NA,NA,1
"662",1,1,12,5,33,72,220,1,3,6,1,24970,NA,2,NA,2,3,1,2
"663",2,1,12,1,47,NA,NA,1,NA,9,NA,24970,17025,4,12,3,NA,NA,1
"664",2,1,12,1,26,64,136,2,4,3,2,45400,10782.5,1,11,4,3,1,2
"665",1,3,12,1,68,75,187,1,3,8,1,30645,17025,2,12,0,4,1,1
"666",2,3,12,1,36,67,200,1,3,5,1,45400,NA,3,NA,5,NA,NA,2
"667",1,2,12,5,34,71,225,1,2,8,2,45400,20430,1,12,4,3,2,NA
"668",2,3,12,5,30,67,330,1,4,9,10,119879.41732,3405,2,7,1,NA,NA,2
"669",2,1,12,1,71,NA,NA,5,NA,NA,NA,72640,NA,NA,NA,0,3,2,NA
"670",2,1,12,5,28,60,185,2,2,3,2,45400,NA,1,NA,6,NA,NA,1
"671",1,3,12,1,65,69,200,2,2,8,2,30645,6242.5,2,9,0,3,1,NA
"672",1,1,12,1,49,68,180,1,3,NA,10,119879.41732,151050.72136,1,12,7,NA,NA,2
"673",1,1,11,3,32,72,180,2,3,NA,2,10782.5,NA,3,NA,3,2,2,NA
"674",2,1,4,5,21,NA,NA,4,NA,NA,NA,2043,2043,2,4,1,3,1,1
"675",2,2,12,1,38,64,165,2,4,4,2,24970,6242.5,2,9,6,2,1,2
"676",1,1,12,5,22,72,205,1,3,3,2,30645,10782.5,2,11,7,NA,NA,1
"677",1,1,12,3,50,70,395,1,3,6,2,24970,17025,1,12,1,4,1,2
"678",1,1,9,1,86,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,0,4,3,NA
"679",2,1,12,1,59,72,300,1,1,NA,2,17025,9647.5,4,11,NA,3,2,NA
"680",2,2,12,3,28,NA,NA,6,NA,NA,NA,17025,NA,NA,NA,3,3,3,2
"681",1,1,12,1,54,69,260,1,1,5,2,37455,30645,2,12,0,NA,NA,2
"682",2,3,12,1,71,63,170,3,4,NA,2,30645,17025,1,12,0,3,2,NA
"683",2,2,12,1,58,66,165,1,4,8,1,72640,20430,3,12,4,3,2,NA
"684",2,0,NA,2,88,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA
"685",1,1,12,1,34,72,165,1,4,4,2,63560,37455,1,12,4,NA,NA,1
"686",2,1,10,5,52,NA,NA,4,NA,NA,NA,7377.5,7377.5,3,10,3,NA,NA,2
"687",2,0,NA,1,71,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,1,4,1
"688",2,1,NA,1,21,62,120,2,2,1,2,NA,5107.5,2,9,2,3,3,2
"689",1,1,8,5,23,70,134,1,3,1,2,4086,NA,2,NA,3,NA,NA,1
"690",1,1,2,2,82,NA,NA,5,NA,NA,NA,908,NA,NA,NA,0,2,4,2
"691",1,1,12,1,34,65,205,2,3,NA,2,20430,20430,2,12,1,NA,NA,2
"692",2,1,11,3,32,65,196,1,1,1,2,10782.5,8512.5,4,10,1,4,4,NA
"693",2,4,12,3,43,66,149,2,3,8,2,20430,20430,4,12,1,2,2,2
"694",2,1,12,2,75,NA,NA,7,NA,NA,NA,14755,NA,2,NA,0,3,2,2
"695",1,1,12,1,46,66,292,1,2,3,2,20430,14755,1,12,4,3,2,NA
"696",1,1,12,5,33,67,170,1,2,2,11,14755,12485,2,12,3,3,3,1
"697",2,0,9,3,79,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,4,4,2,NA
"698",2,1,NA,3,50,66,190,3,4,1,2,NA,NA,2,NA,3,NA,NA,2
"699",2,3,12,3,40,65,180,2,3,1,1,45400,NA,2,NA,3,NA,NA,2
"700",2,0,3,2,89,NA,NA,5,NA,NA,NA,1589,NA,NA,NA,0,NA,NA,2
"701",1,1,12,1,65,70,219,1,4,8,2,24970,24970,1,12,3,1,4,NA
"702",2,1,12,3,69,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,0,NA,NA,2
"703",1,1,12,3,73,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,0,3,2,NA
"704",2,0,NA,5,53,64,161,2,2,NA,1,NA,5107.5,3,9,1,4,4,1
"705",2,2,12,1,46,NA,NA,7,NA,NA,NA,45400,NA,2,NA,5,NA,NA,2
"706",2,1,12,3,56,64,178,1,3,9,1,37455,37455,1,12,2,2,3,1
"707",1,1,12,1,71,72,180,1,2,10,1,72640,72640,1,12,6,1,1,NA
"708",1,1,12,5,33,69,150,1,2,3,1,37455,37455,2,12,3,3,1,2
"709",2,1,NA,3,68,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA
"710",2,1,12,2,89,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,7,2,4,2
"711",1,0,9,5,19,NA,120,2,3,1,2,5107.5,NA,2,NA,3,1,3,2
"712",1,3,NA,5,26,NA,NA,7,NA,NA,NA,NA,2043,1,4,2,NA,NA,1
"713",2,4,12,3,28,62,124,1,4,NA,2,17025,17025,2,12,5,1,1,1
"714",1,1,7,3,70,NA,NA,5,NA,NA,NA,3405,NA,NA,NA,0,NA,NA,2
"715",2,0,12,1,38,60,172,1,4,3,2,20430,9647.5,2,11,0,NA,NA,1
"716",1,4,12,1,39,74,230,1,2,8,1,119879.41732,63560,2,12,5,NA,NA,2
"717",1,1,12,5,19,NA,NA,7,NA,NA,NA,72640,NA,2,NA,1,NA,NA,2
"718",1,4,12,1,45,72,212,3,2,NA,1,119879.41732,54480,1,12,3,3,2,NA
"719",2,4,12,1,47,67,165,1,3,10,1,119879.41732,63560,1,12,0,4,1,1
"720",1,4,12,1,46,72,170,1,3,7,1,72640,37455,2,12,1,3,2,2
"721",2,0,12,5,19,NA,NA,2,NA,9,NA,37455,908,NA,2,5,NA,NA,2
"722",2,3,12,3,48,63,170,1,2,9,1,72640,72640,1,12,1,4,2,NA
"723",2,1,12,1,38,NA,NA,7,NA,NA,NA,119879.41732,NA,1,NA,2,NA,NA,2
"724",1,3,12,5,24,NA,NA,4,NA,NA,NA,63560,NA,2,NA,7,NA,NA,1
"725",2,1,7,5,54,NA,NA,7,NA,NA,NA,3405,NA,NA,NA,0,3,2,1
"726",1,2,11,2,50,73,175,1,2,3,6,9647.5,9647.5,3,11,0,3,2,NA
"727",1,1,12,3,48,72,225,1,2,4,6,72640,24970,2,12,1,3,2,NA
"728",1,1,11,5,25,70,135,2,3,1,2,9647.5,2497,2,5,1,3,2,2
"729",1,1,12,3,59,67,200,1,1,15,2,24970,24970,3,12,2,NA,NA,2
"730",1,1,12,5,25,69,145,1,4,3,1,14755,NA,2,NA,3,3,3,NA
"731",2,2,12,1,28,70,172,1,2,NA,2,24970,14755,2,12,1,2,1,2
"732",2,1,10,5,40,65,130,1,2,2,2,7377.5,5107.5,1,9,0,NA,NA,1
"733",2,4,12,1,73,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,0,4,2,NA
"734",1,0,12,1,50,72,195,1,1,8,2,54480,37455,2,12,4,3,2,1
"735",2,1,12,5,20,66,180,1,1,2,2,45400,3405,1,7,1,4,1,1
"736",1,1,12,1,43,70,190,1,1,7,2,37455,30645,2,12,2,NA,NA,NA
"737",2,3,12,1,68,NA,NA,5,NA,NA,NA,63560,NA,NA,NA,6,NA,NA,1
"738",1,1,12,5,18,77,220,2,3,2,2,63560,908,1,2,5,NA,NA,2
"739",2,1,12,1,54,66,162,1,3,3,2,119879.41732,NA,1,NA,0,NA,NA,1
"740",2,4,11,3,71,61,150,2,2,NA,2,10782.5,10782.5,1,11,3,2,2,NA
"741",2,1,12,1,28,69,235,1,3,2,2,20430,12485,1,12,2,NA,NA,2
"742",1,3,12,5,46,73,290,1,2,7,1,24970,24970,1,12,0,NA,NA,2
"743",1,0,12,1,47,69,160,1,2,4,2,14755,9647.5,1,11,3,3,2,NA
"744",2,1,12,2,65,61,120,1,4,9,1,24970,20430,3,12,4,3,1,1
"745",1,1,12,5,18,66,120,1,3,NA,2,30645,NA,2,NA,5,NA,NA,2
"746",2,1,12,1,57,65,135,1,2,5,2,20430,20430,1,12,0,3,2,1
"747",2,3,10,2,65,64,135,2,2,3,2,7377.5,2497,1,5,0,3,1,NA
"748",2,1,10,5,25,62,175,2,1,2,2,7377.5,7377.5,2,10,1,NA,NA,2
"749",1,1,12,5,30,68,180,1,2,4,2,30645,24970,1,12,0,NA,NA,1
"750",2,1,12,5,37,69,250,3,3,5,2,30645,NA,1,NA,0,2,2,1
"751",2,1,12,1,68,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,2,NA,NA,2
"752",1,1,12,3,47,68,190,1,3,7,1,54480,54480,2,12,0,4,1,NA
"753",1,0,9,5,61,NA,NA,7,NA,NA,NA,6242.5,NA,1,NA,2,3,2,NA
"754",1,1,12,5,23,64,130,1,4,2,2,30645,10782.5,3,11,1,NA,NA,1
"755",1,1,12,5,27,71,185,1,2,3,10,14755,14755,1,12,7,3,2,1
"756",1,1,12,5,19,72,152,1,3,2,2,45400,NA,2,NA,3,NA,NA,1
"757",1,3,12,1,54,70,283,1,2,8,2,54480,37455,1,12,0,4,2,1
"758",2,2,12,1,34,NA,NA,6,NA,NA,NA,30645,2497,NA,5,0,NA,NA,1
"759",2,4,12,2,89,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,0,3,2,1
"760",1,1,12,1,34,NA,NA,4,NA,NA,NA,37455,20430,2,12,1,4,1,2
"761",1,3,12,1,64,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,6,3,2,NA
"762",2,3,12,1,36,67,140,1,3,9,1,63560,45400,1,12,2,4,1,1
"763",2,3,12,3,42,NA,NA,7,NA,NA,NA,37455,24970,1,12,3,4,2,NA
"764",2,2,12,1,44,62,105,2,4,6,10,119879.41732,1589,2,3,3,NA,NA,1
"765",1,1,12,2,44,70,170,1,1,9,12,119879.41732,151050.72136,1,12,6,1,4,NA
"766",1,3,12,5,43,71,285,1,3,10,1,119879.41732,63560,1,12,2,NA,NA,1
"767",2,3,12,2,77,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,2,3,2,2
"768",1,1,NA,3,43,70,175,1,1,NA,2,NA,NA,1,NA,NA,4,2,2
"769",1,1,12,3,36,70,169,2,3,1,2,24970,12485,2,12,4,NA,NA,1
"770",1,3,12,5,30,70,150,2,2,6,1,14755,5107.5,2,9,0,NA,NA,1
"771",1,3,12,3,58,74,190,3,2,8,1,54480,24970,1,12,2,3,2,NA
"772",2,3,12,3,89,NA,NA,5,NA,NA,NA,63560,NA,NA,NA,5,3,3,1
"773",1,1,9,5,62,NA,NA,8,NA,NA,NA,6242.5,NA,NA,NA,3,2,3,1
"774",2,1,9,2,76,56,115,2,4,1,2,6242.5,NA,2,NA,3,4,2,2
"775",2,2,12,1,51,66,220,3,4,6,2,45400,20430,1,12,0,NA,NA,1
"776",2,2,12,5,27,65,125,1,2,2,2,17025,7377.5,2,10,1,NA,NA,1
"777",1,1,12,1,73,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,3,3,2,1
"778",1,0,12,5,28,69,220,1,4,5,6,72640,37455,1,12,4,NA,NA,1
"779",1,3,12,1,34,73,270,1,1,7,2,37455,20430,2,12,1,NA,NA,1
"780",2,1,10,5,40,NA,NA,7,NA,NA,NA,7377.5,NA,2,NA,5,3,1,NA
"781",2,3,12,1,35,61,156,1,3,6,2,45400,20430,1,12,1,NA,NA,2
"782",1,1,12,2,70,67,130,1,2,4,1,14755,NA,1,NA,5,3,2,NA
"783",2,1,12,2,82,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,5,NA,NA,1
"784",2,2,10,3,52,63,135,2,3,4,2,8512.5,7377.5,2,10,0,3,2,1
"785",1,1,12,3,56,68,140,1,3,6,2,37455,30645,1,12,2,3,3,NA
"786",2,1,12,1,46,65,130,3,1,7,2,30645,17025,3,12,6,4,2,2
"787",2,1,12,1,33,63,145,2,3,8,10,37455,5107.5,1,9,6,NA,NA,1
"788",2,0,12,5,23,60,130,2,3,2,2,24970,6242.5,3,9,5,4,2,2
"789",1,1,12,1,48,71,190,1,2,8,2,63560,37455,2,12,3,3,2,2
"790",1,2,12,3,55,72,225,1,2,8,1,30645,30645,3,12,2,NA,NA,1
"791",2,1,9,3,56,NA,NA,7,NA,NA,NA,5107.5,NA,2,NA,1,3,1,1
"792",2,3,12,1,74,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,5,NA,NA,1
"793",2,1,12,5,28,64,140,1,2,2,2,17025,17025,1,12,5,3,1,1
"794",2,1,12,1,24,64,145,1,2,NA,2,24970,9647.5,3,11,3,NA,NA,2
"795",1,3,12,1,62,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,2,4,2,NA
"796",2,2,11,2,74,64,183,2,4,2,1,10782.5,NA,1,NA,0,NA,NA,1
"797",2,1,12,5,24,63,125,1,4,2,2,12485,9647.5,1,11,5,4,2,NA
"798",2,1,12,1,29,62,NA,1,1,1,1,17025,5107.5,2,9,0,4,1,1
"799",2,1,12,2,59,66,168,1,3,8,2,20430,17025,1,12,1,1,2,NA
"800",1,2,12,5,73,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,2,2,2
"801",1,0,11,1,65,68,230,3,4,NA,6,10782.5,10782.5,1,11,1,NA,NA,2
"802",2,1,NA,1,19,66,128,1,4,5,2,NA,10782.5,1,11,4,3,2,NA
"803",2,1,11,5,22,63,160,2,4,2,2,9647.5,2497,2,5,3,3,1,2
"804",1,3,12,1,40,74,208,2,2,2,2,30645,5107.5,3,9,4,4,2,NA
"805",1,0,12,1,48,65,175,1,1,3,1,37455,9647.5,2,11,1,4,4,1
"806",1,1,2,1,61,NA,NA,5,NA,NA,NA,908,NA,NA,NA,1,4,3,NA
"807",2,4,12,1,49,68,280,1,1,5,1,119879.41732,63560,1,12,2,4,1,1
"808",1,1,12,1,39,72,200,1,2,5,4,37455,24970,2,12,2,NA,NA,1
"809",2,2,12,4,45,65,147,1,3,3,2,12485,12485,1,12,2,NA,NA,1
"810",1,1,9,5,60,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,7,4,1,NA
"811",1,3,12,5,32,70,185,1,3,4,1,20430,20430,1,12,2,NA,NA,1
"812",1,3,12,5,39,69,220,2,4,4,2,17025,17025,2,12,2,NA,NA,1
"813",2,3,12,1,52,62,240,1,3,2,4,30645,NA,2,NA,2,4,2,NA
"814",2,1,12,1,44,66,260,2,3,1,2,24970,8512.5,2,10,2,3,1,NA
"815",2,1,7,3,59,67,225,2,3,1,2,3405,3405,1,7,0,4,1,NA
"816",2,1,11,3,46,66,200,2,3,3,2,9647.5,9647.5,1,11,0,NA,NA,NA
"817",1,1,9,5,63,NA,NA,4,NA,NA,NA,5107.5,NA,2,NA,6,3,3,2
"818",1,1,NA,5,26,NA,NA,4,NA,NA,NA,NA,NA,1,NA,3,NA,NA,1
"819",1,1,7,5,31,NA,NA,4,NA,NA,NA,3405,NA,3,NA,3,2,2,NA
"820",1,1,12,5,19,NA,NA,4,NA,NA,NA,20430,2951,2,6,2,NA,NA,1
"821",2,4,12,5,40,61,NA,2,2,5,1,45400,5107.5,1,9,3,4,1,NA
"822",1,1,12,1,64,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,0,NA,NA,1
"823",1,1,12,5,25,NA,NA,6,NA,NA,NA,45400,3405,NA,7,4,NA,NA,1
"824",1,1,6,1,56,NA,NA,5,NA,NA,NA,2951,NA,NA,NA,3,3,2,NA
"825",2,2,12,1,41,NA,NA,7,NA,NA,NA,30645,NA,NA,NA,3,NA,NA,1
"826",2,3,12,3,54,NA,NA,1,1,NA,9,30645,30645,1,12,4,3,2,NA
"827",1,1,NA,4,40,71,200,1,2,NA,9,NA,NA,2,NA,5,3,2,2
"828",1,3,12,1,64,71,168,1,2,10,1,119879.41732,63560,2,12,5,3,2,1
"829",2,3,12,3,56,67,210,1,3,9,1,37455,37455,2,12,4,NA,NA,2
"830",2,1,12,2,71,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,NA,3,2,NA
"831",1,3,12,1,50,69,175,1,3,11,10,119879.41732,63560,2,12,1,NA,NA,1
"832",1,1,12,3,69,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,NA,NA,NA,2
"833",1,1,12,5,49,66,220,1,3,1,2,12485,1589,2,3,4,3,2,NA
"834",1,1,12,1,61,68,195,1,1,14,1,119879.41732,151050.72136,1,12,6,2,2,NA
"835",2,2,12,3,38,NA,NA,4,NA,NA,NA,72640,24970,1,12,4,NA,NA,1
"836",1,3,12,1,74,73,183,1,3,11,10,119879.41732,151050.72136,1,12,1,3,2,NA
"837",2,1,12,1,40,NA,NA,7,NA,NA,NA,119879.41732,NA,1,NA,7,3,2,NA
"838",1,1,NA,1,34,NA,NA,7,NA,NA,NA,NA,NA,1,NA,3,3,2,2
"839",1,2,12,3,41,67,190,1,2,8,2,24970,24970,2,12,3,3,3,NA
"840",1,0,12,1,78,68,224,1,4,9,10,30645,30645,1,12,6,1,NA,NA
"841",2,0,12,1,47,59,144,2,4,1,2,14755,2497,2,5,3,4,3,2
"842",2,1,12,5,50,65,140,2,3,3,2,30645,6242.5,1,9,0,NA,NA,1
"843",2,1,11,4,41,70,170,1,3,6,2,9647.5,9647.5,1,11,2,4,1,NA
"844",2,2,NA,3,63,NA,NA,4,NA,NA,NA,NA,NA,1,NA,0,3,2,2
"845",1,1,12,1,56,72,280,1,3,9,2,37455,30645,1,12,6,NA,NA,2
"846",2,1,12,5,18,NA,NA,7,NA,NA,NA,30645,NA,1,NA,5,4,2,1
"847",1,1,12,1,25,68,220,1,3,2,2,14755,14755,2,12,3,NA,NA,1
"848",2,2,12,1,55,62,111,1,4,2,1,37455,20430,1,12,1,3,3,NA
"849",1,1,NA,3,58,70,365,2,4,3,6,NA,5107.5,2,9,1,3,2,1
"850",2,2,12,1,39,67,186,2,1,2,4,30645,17025,2,12,1,NA,NA,1
"851",2,3,12,1,42,NA,NA,7,NA,NA,NA,54480,NA,3,NA,4,2,3,NA
"852",1,1,12,5,25,NA,NA,6,NA,NA,NA,24970,20430,NA,12,3,NA,NA,1
"853",2,0,9,1,76,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,2,2,2,NA
"854",2,3,12,3,53,62,NA,1,1,NA,1,37455,37455,2,12,3,3,1,1
"855",1,1,12,5,57,66,142,1,3,9,2,30645,30645,3,12,0,4,2,2
"856",2,2,12,1,53,70,180,1,2,9,1,54480,24970,1,12,5,NA,NA,1
"857",1,1,12,1,63,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,4,2,3,2
"858",2,3,NA,1,62,NA,NA,7,NA,NA,NA,NA,NA,2,NA,4,NA,NA,2
"859",2,3,NA,1,56,66,NA,1,4,NA,1,NA,45400,3,12,0,3,1,NA
"860",1,1,12,3,70,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,1,NA,NA,2
"861",1,3,12,5,35,72,185,1,3,8,1,119879.41732,30645,2,12,3,3,2,NA
"862",2,3,1,1,64,66,156,1,4,7,2,227,227,1,1,3,4,1,1
"863",1,1,12,1,32,64,145,1,2,1,2,20430,NA,2,NA,7,NA,NA,1
"864",2,3,12,5,27,NA,NA,4,NA,NA,NA,45400,8512.5,1,10,6,NA,NA,2
"865",1,1,12,1,67,71,179,2,2,8,12,20430,20430,1,12,6,1,3,NA
"866",2,1,12,1,27,NA,NA,7,NA,NA,NA,72640,908,3,2,4,4,3,2
"867",1,1,2,5,31,69,270,2,4,1,2,908,908,3,2,7,NA,NA,1
"868",2,1,12,1,79,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,6,NA,NA,2
"869",2,1,12,3,41,65,117,1,4,15,6,30645,30645,1,12,7,2,1,NA
"870",2,1,12,1,29,NA,NA,7,NA,NA,NA,20430,6242.5,1,9,1,3,2,1
"871",2,0,1,5,42,64,180,1,4,1,2,227,NA,2,NA,3,NA,NA,1
"872",2,1,9,2,89,NA,NA,7,NA,NA,NA,5107.5,NA,1,NA,2,1,3,NA
"873",2,3,12,1,52,64,195,2,4,10,2,119879.41732,6242.5,2,9,6,4,1,1
"874",1,3,12,1,78,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,2,4,1,1
"875",1,1,12,1,77,NA,NA,5,NA,NA,NA,119879.41732,7377.5,NA,10,6,NA,NA,2
