Student_ID,Gender,Age,Program,Year_of_Study,Math_Score,English_Score,Data_Skills_PreTest,Attendance_Pct,Study_Hours_Per_Week,Parental_Education,Family_Income_Level,Has_Internet_At_Home,Uses_Learning_Apps,Participates_in_Group_Work,Previous_CGPA,Distance_From_Campus_km,Scholarship_Status,Final_Grade,At_Risk
STUD0365,Female,21,Education,3,74.1,86.7,48.4,83.7,4,Diploma,Medium,FALSE,TRUE,TRUE,3.27,9.1,FALSE,49.9,1
STUD0366,Male,21,Education,3,60.5,63.3,58.2,86.2,5,Diploma,Low,TRUE,FALSE,FALSE,2.95,2.7,FALSE,59.6,0
STUD0367,Female,22,Computer Science,3,50.5,45.5,77.7,100,4,Degree,High,TRUE,TRUE,TRUE,2.6,3.9,FALSE,50.9,0
STUD0368,Female,24,Computer Science,1,95.3,89.2,64.1,88.3,7,Secondary,Low,FALSE,FALSE,FALSE,4.45,8.2,FALSE,71.3,0
STUD0369,Male,22,Computer Science,4,65,61.2,66.1,88.5,7,Secondary,High,TRUE,TRUE,FALSE,3.25,1,FALSE,64.4,0
STUD0370,Male,17,Business,2,56.5,46,35.3,82.6,17,Diploma,Medium,TRUE,FALSE,TRUE,2.74,14.3,TRUE,50.7,0
STUD0371,Male,24,Computer Science,4,53.3,60.8,70.2,73,7,Diploma,Medium,FALSE,TRUE,TRUE,3.17,1.2,FALSE,57.7,0
STUD0372,Male,24,Education,3,78.2,75.5,86.4,100,6,Secondary,Low,FALSE,TRUE,TRUE,3.5,10.6,TRUE,74.9,0
STUD0373,Male,25,Agriculture,3,55.8,69.9,43.1,81.1,9,None,High,TRUE,FALSE,FALSE,2.97,2.8,FALSE,52.5,0
STUD0374,Female,25,Computer Science,4,76.3,71.5,79.2,68.2,7,Degree,Low,FALSE,TRUE,FALSE,3.06,2.4,FALSE,65.2,0
STUD0375,Male,18,Business,3,65,65,64.6,89.5,7,Degree,Medium,TRUE,FALSE,TRUE,3.58,13.8,TRUE,60.2,0
STUD0376,Male,18,Nursing,2,81.7,75.6,69.8,100,14,Diploma,High,TRUE,FALSE,TRUE,3.99,6.4,TRUE,73.3,0
STUD0377,Female,19,Agriculture,3,49.4,70.6,48.7,76.9,9,Secondary,Low,TRUE,FALSE,TRUE,2.75,1.8,FALSE,52.3,0
STUD0378,Male,17,Business,2,51.5,52.8,38.7,53.8,11,Degree,Medium,TRUE,FALSE,TRUE,2.68,0.5,FALSE,50.6,0
STUD0379,Female,20,Business,4,60.8,66.2,36.2,90.9,6,Degree,Medium,FALSE,TRUE,FALSE,3.69,28.9,FALSE,48.2,1
STUD0380,Male,20,Nursing,4,62,68.4,21.9,77,4,Diploma,Low,FALSE,FALSE,FALSE,2.43,4.5,FALSE,46.5,1
STUD0381,Male,25,Education,3,59.7,64.3,61,99.9,7,Degree,Medium,TRUE,TRUE,TRUE,3.46,4.1,FALSE,58.4,0
STUD0382,Female,25,Nursing,2,100,84.2,94.3,100,8,Degree,Low,TRUE,FALSE,TRUE,4.92,0.5,TRUE,81.2,0
STUD0383,Female,25,Computer Science,3,95.9,83.8,85.8,84.9,5,Degree,Low,FALSE,FALSE,TRUE,4.57,18,FALSE,68.2,0
STUD0384,Female,23,Agriculture,1,69.5,65.8,45.4,79.9,5,Degree,Medium,TRUE,FALSE,TRUE,3.18,1.2,FALSE,51.7,0
STUD0385,Female,18,Education,1,71.3,87.3,21.9,100,16,Diploma,Medium,FALSE,TRUE,FALSE,4.03,3.3,FALSE,63.4,0
STUD0386,Female,21,Business,1,61.5,57.3,35,77.4,7,Diploma,Low,FALSE,TRUE,TRUE,3.04,4.4,TRUE,47.4,1
STUD0387,Male,20,Computer Science,1,49.3,45.4,67.5,89.4,7,Secondary,High,TRUE,FALSE,TRUE,2.6,13.3,FALSE,42.1,1
STUD0388,Male,24,Business,3,62.3,62.3,38.9,95.2,7,Diploma,High,TRUE,TRUE,TRUE,3.53,3.6,FALSE,53.6,0
STUD0389,Female,18,Computer Science,1,76.6,70.2,75.7,87.6,7,Diploma,Medium,TRUE,TRUE,TRUE,3.09,6.1,FALSE,58,0
STUD0390,Female,22,Nursing,2,84.6,77.7,51.9,77.2,8,Degree,Medium,FALSE,TRUE,TRUE,3.94,4.5,FALSE,67,0
STUD0391,Female,21,Nursing,4,79.9,68.4,48.8,98,6,Secondary,Low,TRUE,TRUE,FALSE,3.68,3,TRUE,64.4,0
STUD0392,Male,18,Computer Science,4,42.4,51.5,88.8,74.6,9,Diploma,Medium,FALSE,TRUE,FALSE,2.82,23.4,FALSE,56.2,0
STUD0393,Male,17,Nursing,1,60.7,62.7,86,99.1,4,Secondary,Medium,TRUE,FALSE,TRUE,3.54,12.8,TRUE,63.1,0
STUD0394,Female,24,Nursing,1,43,59.8,39.4,86.6,6,Diploma,Low,TRUE,TRUE,TRUE,2.76,1.5,FALSE,41.9,1
STUD0395,Male,18,Business,1,82.5,75.4,63.6,91.6,12,Diploma,Medium,TRUE,TRUE,FALSE,3.71,6.5,FALSE,51.6,0
STUD0396,Female,23,Education,3,58.8,61.3,20,78.2,9,None,Low,TRUE,TRUE,FALSE,3.34,12.7,FALSE,54.5,0
STUD0397,Female,25,Computer Science,4,64.3,68.7,90.2,76.1,4,Diploma,Low,FALSE,TRUE,FALSE,2.76,6.9,TRUE,58,0
STUD0398,Male,25,Computer Science,1,72.2,77,76.5,85.1,15,None,Medium,FALSE,FALSE,TRUE,3.38,5.4,FALSE,54.9,0
STUD0399,Female,24,Education,2,100,79.1,28.8,87.9,10,None,Medium,TRUE,TRUE,TRUE,4.21,0.6,FALSE,74.9,0
STUD0400,Female,25,Agriculture,1,69,53.9,65.8,85.2,6,Diploma,Medium,FALSE,TRUE,TRUE,2.99,0.9,FALSE,59.5,0
STUD0401,Male,18,Computer Science,4,61.4,78.8,61.8,93.9,10,Secondary,Medium,TRUE,FALSE,TRUE,3.45,2.3,TRUE,69.9,0
STUD0402,Female,22,Nursing,1,46.4,59.9,42.6,78.4,11,Secondary,High,TRUE,TRUE,TRUE,2.7,5.8,FALSE,50.6,0
STUD0403,Female,20,Education,4,86.9,74.9,47.6,82,14,None,Medium,TRUE,TRUE,FALSE,3.91,34.9,FALSE,68.5,0
STUD0404,Female,20,Business,1,62.3,62.6,14.6,100,5,Secondary,Medium,TRUE,TRUE,FALSE,3.71,13,FALSE,49.7,1
STUD0405,Male,21,Nursing,2,89.9,75,47.9,82.3,7,Diploma,Low,FALSE,TRUE,TRUE,3.52,0.9,FALSE,67.6,0
STUD0406,Female,19,Nursing,1,81.6,76.1,28.8,89.8,5,Secondary,Low,TRUE,FALSE,TRUE,3.61,10.1,FALSE,69.9,0
STUD0407,Male,17,Education,2,58.1,50.1,37.6,81.7,6,Degree,Low,FALSE,FALSE,TRUE,3.08,13.3,TRUE,52.8,0
STUD0408,Male,24,Education,2,44.1,59.9,43.2,71.4,13,Secondary,Medium,TRUE,FALSE,FALSE,2.72,4.3,FALSE,45.4,1
STUD0409,Female,21,Education,1,69.1,68.2,14.5,95.4,14,Secondary,Medium,TRUE,FALSE,TRUE,3.3,3.2,FALSE,48.9,1
STUD0410,Male,19,Computer Science,2,55.8,60.6,73.1,70.3,9,Secondary,Low,FALSE,FALSE,TRUE,2.85,7,FALSE,59.7,0
STUD0411,Male,23,Computer Science,3,65.6,55.4,64.7,71.7,6,Diploma,Low,TRUE,FALSE,TRUE,2.51,5.9,FALSE,53.4,0
STUD0412,Female,23,Education,1,80.7,78.7,38.4,100,10,Diploma,Low,FALSE,TRUE,FALSE,4.27,2.5,FALSE,66,0
STUD0413,Female,17,Education,1,40.2,40.4,27.8,64.3,12,Degree,Low,TRUE,TRUE,TRUE,2.29,4.1,FALSE,28.1,1
STUD0414,Female,25,Business,2,69,59.5,20.6,82.2,13,Diploma,High,TRUE,TRUE,TRUE,3.97,6.3,FALSE,43.4,1
STUD0415,Female,18,Education,2,76.4,71.7,26.7,69.3,5,Secondary,Medium,FALSE,TRUE,FALSE,3.04,6.9,FALSE,54.1,0
STUD0416,Male,21,Education,1,77.1,96.3,10.1,90.2,4,Diploma,Low,TRUE,TRUE,FALSE,3.76,6.1,FALSE,55.9,0
STUD0417,Male,21,Education,3,44.5,53.4,29.8,62.4,8,Degree,Medium,TRUE,FALSE,TRUE,2.5,15,FALSE,42.3,1
STUD0418,Male,24,Business,2,71.3,42.1,67.1,88.4,11,Secondary,Medium,FALSE,TRUE,FALSE,3.52,0.5,FALSE,62.2,0
STUD0419,Female,24,Nursing,2,83.1,68.4,17.2,84.8,9,Secondary,Medium,FALSE,FALSE,TRUE,3.54,3.2,FALSE,54.4,0
STUD0420,Female,23,Business,4,70.1,73.9,61.4,99.5,9,Diploma,Low,FALSE,TRUE,TRUE,3.45,11.1,TRUE,65.1,0
STUD0421,Female,23,Nursing,3,63.3,51.7,20.8,80.9,12,Secondary,Medium,TRUE,TRUE,FALSE,3.07,8.4,FALSE,48.1,1
STUD0422,Female,22,Computer Science,3,82.1,82.6,64.7,96.4,7,Degree,Low,TRUE,TRUE,FALSE,3.76,20,FALSE,83.4,0
STUD0423,Male,22,Business,1,54.6,59.3,92.3,100,8,Secondary,High,TRUE,TRUE,TRUE,3.26,7.1,FALSE,58.7,0
STUD0424,Female,25,Education,3,42.1,60.1,55.6,75.6,8,None,Medium,TRUE,FALSE,FALSE,2.66,8.1,FALSE,44.6,1
STUD0425,Male,22,Education,1,62,56.6,41.5,87.7,4,Degree,Medium,TRUE,FALSE,TRUE,3.24,9.8,TRUE,50.1,0
STUD0426,Female,18,Business,4,73,62.4,42.1,100,7,Degree,Low,FALSE,TRUE,FALSE,3.78,1.6,TRUE,65.5,0
STUD0427,Male,18,Nursing,3,80.6,79,61,79,7,Secondary,Low,TRUE,FALSE,TRUE,3.81,11.2,FALSE,62,0
STUD0428,Female,21,Computer Science,2,73,68.7,42.7,99.7,13,Degree,Low,TRUE,FALSE,TRUE,4.05,2.9,TRUE,66.3,0
STUD0429,Male,20,Business,4,77.5,70.8,49.8,87.9,7,Secondary,High,TRUE,TRUE,TRUE,3.51,4.4,FALSE,61.6,0
STUD0430,Male,18,Business,1,80.7,89.1,36.6,80.4,9,Secondary,Low,FALSE,TRUE,FALSE,3.47,0.5,FALSE,63.2,0
STUD0431,Male,19,Computer Science,4,59.9,67,65.1,71.3,7,Degree,Low,TRUE,TRUE,FALSE,2.71,14.8,FALSE,62.6,0
STUD0432,Female,23,Computer Science,1,62.8,42.8,86.7,100,10,Diploma,High,TRUE,TRUE,FALSE,3.04,24.5,FALSE,50.3,0
STUD0433,Female,24,Education,4,84.3,83.6,34.2,85.3,7,None,Medium,TRUE,FALSE,TRUE,4.03,0.5,FALSE,64.2,0
STUD0434,Male,22,Computer Science,1,46.8,60.1,68.9,75.6,11,Secondary,Medium,TRUE,FALSE,TRUE,2.95,8.1,TRUE,56,0
STUD0435,Male,21,Computer Science,3,71.4,79.7,76.6,88.3,5,Diploma,Low,FALSE,TRUE,TRUE,3.4,25.9,FALSE,66.9,0
STUD0436,Female,17,Computer Science,2,54.2,48.2,60.6,66.1,10,Secondary,Medium,TRUE,FALSE,TRUE,2.89,7.5,TRUE,41.6,1
STUD0437,Male,24,Education,1,81.5,77.2,25.3,77.8,10,Diploma,Low,FALSE,FALSE,TRUE,3.04,12.8,TRUE,52.6,0
STUD0438,Female,19,Business,4,64.7,65,81.3,73.9,6,Diploma,Medium,TRUE,TRUE,FALSE,2.94,1,FALSE,59.7,0
STUD0439,Female,22,Business,1,65.1,54.5,33.8,73.7,9,Secondary,Low,TRUE,TRUE,FALSE,3.16,2.2,FALSE,38.5,1
STUD0440,Male,19,Agriculture,1,90.9,89,27.8,100,10,Diploma,Medium,FALSE,TRUE,TRUE,4.59,3.4,TRUE,66.6,0
STUD0441,Male,23,Education,1,48.9,51.9,48.1,83.7,10,Degree,Medium,FALSE,FALSE,FALSE,2.99,31.8,FALSE,43,1
STUD0442,Female,23,Nursing,4,68.2,77.5,35.3,88.3,5,Secondary,Medium,TRUE,FALSE,FALSE,3.77,12.2,TRUE,59.2,0
STUD0443,Male,25,Nursing,2,62.3,55,8.8,76.3,13,Secondary,Medium,TRUE,FALSE,TRUE,3.1,17.3,FALSE,46.1,1
STUD0444,Male,21,Business,3,73,54.2,19.1,79,6,Secondary,Low,FALSE,TRUE,FALSE,3.13,5.3,TRUE,52,0
STUD0445,Female,24,Education,2,93.9,78.9,41.4,86.9,6,Diploma,Low,TRUE,TRUE,TRUE,3.47,10.1,FALSE,60.9,0
STUD0446,Female,24,Nursing,1,55.9,60.9,24.7,57.4,6,Degree,Medium,TRUE,FALSE,FALSE,2.63,10.5,TRUE,45.4,1
STUD0447,Female,17,Computer Science,4,47,47.9,73.1,64.5,8,Secondary,Medium,TRUE,FALSE,TRUE,2.09,6.7,FALSE,46.9,1
STUD0448,Female,21,Education,2,52.9,26.1,18.6,79.9,7,Secondary,High,TRUE,TRUE,TRUE,2.55,16.8,FALSE,34.6,1
STUD0449,Male,19,Business,1,61.5,65.7,41.7,70.4,10,Secondary,Medium,FALSE,TRUE,TRUE,2.68,1.4,FALSE,57.1,0
STUD0450,Male,17,Business,3,66,68.4,42.7,72.4,8,Diploma,Medium,FALSE,TRUE,FALSE,3.16,0.5,FALSE,57.6,0
STUD0451,Female,20,Computer Science,3,66.7,71.9,80.9,91.7,8,Secondary,High,TRUE,TRUE,TRUE,3.11,2.9,FALSE,60.5,0
STUD0452,Female,24,Agriculture,3,92,76.4,23.4,86.2,5,Degree,Low,TRUE,FALSE,TRUE,3.93,0.7,FALSE,58.1,0
STUD0453,Male,19,Business,1,89.4,74.3,41.7,95.6,8,Secondary,Medium,TRUE,TRUE,FALSE,3.95,0.5,FALSE,70.4,0
STUD0454,Female,18,Education,4,84.5,90.1,32.9,93.7,9,Diploma,Low,FALSE,FALSE,TRUE,3.6,4.3,FALSE,57.7,0
STUD0455,Male,25,Agriculture,2,100,70.9,54.9,95.7,4,Diploma,Low,FALSE,TRUE,TRUE,4.19,1.8,FALSE,62.8,0
STUD0456,Female,21,Education,3,77.4,68.9,45.3,100,11,Diploma,Medium,TRUE,TRUE,TRUE,3.68,12.5,TRUE,65.6,0
STUD0457,Male,23,Agriculture,1,81.6,75.4,51.2,87.4,10,Secondary,Medium,TRUE,TRUE,TRUE,3.81,6.9,FALSE,73.4,0
STUD0458,Male,18,Business,1,77.1,77.3,67.2,100,12,Diploma,Medium,TRUE,TRUE,FALSE,3.78,3.6,FALSE,65.2,0
STUD0459,Male,25,Computer Science,2,74.6,71.5,72.5,82.2,4,Secondary,Medium,FALSE,FALSE,FALSE,3.24,2.7,TRUE,59.8,0
STUD0460,Male,25,Nursing,3,70.9,58.3,64.7,71.8,12,None,Medium,FALSE,FALSE,FALSE,3.44,6.6,FALSE,56.7,0
STUD0461,Male,20,Business,1,59,72.1,21.4,77.9,11,Diploma,Low,FALSE,FALSE,TRUE,3.53,4.6,FALSE,49.6,1
STUD0462,Female,20,Nursing,2,46.3,52.8,18.7,71.2,11,Diploma,Medium,FALSE,TRUE,TRUE,2.9,0.5,FALSE,40.3,1
STUD0463,Female,22,Agriculture,4,63,46.1,68.8,75.5,9,None,Medium,TRUE,TRUE,TRUE,2.45,8.8,FALSE,49.3,1
STUD0464,Female,22,Nursing,4,73.5,71.2,50,88.4,10,None,High,TRUE,TRUE,TRUE,4,5.5,FALSE,62.9,0
STUD0465,Female,17,Business,4,66.1,69.4,55.7,97.3,6,Degree,Low,TRUE,TRUE,FALSE,3.6,2.6,FALSE,63.8,0
STUD0466,Male,25,Nursing,3,49,74,66.1,70.1,6,Degree,Low,FALSE,FALSE,TRUE,3.27,2.7,FALSE,54.7,0
STUD0467,Male,18,Business,2,62.5,66.6,31.4,81.1,13,Secondary,Medium,FALSE,TRUE,TRUE,3.65,4.8,TRUE,53.6,0
STUD0468,Female,21,Education,2,61.7,47.2,33.9,92.9,11,Diploma,High,TRUE,TRUE,FALSE,3.16,14.1,FALSE,48.3,1
STUD0469,Male,25,Nursing,1,64.1,49,59.8,96,9,Secondary,Medium,TRUE,TRUE,TRUE,2.89,4.4,TRUE,49.9,1
STUD0470,Female,20,Computer Science,1,72.4,81,67.2,98,6,Diploma,Medium,TRUE,TRUE,FALSE,3.52,14.6,FALSE,59.4,0
STUD0471,Male,19,Business,1,75.6,62.3,35,70.8,7,Degree,High,FALSE,FALSE,TRUE,3.07,4.4,FALSE,46.3,1
STUD0472,Female,23,Nursing,2,57.5,44,22.1,93.4,7,None,High,TRUE,TRUE,FALSE,2.81,14.2,FALSE,49.8,1
STUD0473,Male,22,Business,1,79.7,82.8,61.1,100,9,Diploma,Medium,TRUE,TRUE,FALSE,3.69,21.5,FALSE,65.5,0
STUD0474,Female,24,Business,2,82,69.4,35.2,75.9,5,Secondary,Medium,TRUE,FALSE,TRUE,3.01,0.5,FALSE,58.8,0
STUD0475,Female,19,Nursing,2,69.8,76.4,60.9,79.2,8,Diploma,Low,TRUE,TRUE,TRUE,2.96,0.5,FALSE,56.5,0
STUD0476,Female,21,Education,4,75,60.8,53.9,97.5,11,Diploma,High,TRUE,FALSE,FALSE,3.56,1.2,TRUE,61.5,0
STUD0477,Male,20,Nursing,1,79.8,87.6,70.1,80.5,7,Degree,Medium,TRUE,FALSE,TRUE,3.75,1,FALSE,65.8,0
STUD0478,Female,20,Computer Science,4,48.5,62.8,58,76.8,8,None,High,TRUE,TRUE,TRUE,2.97,4.8,FALSE,59.3,0
STUD0479,Female,20,Computer Science,3,80.8,66.3,75.9,89.5,4,None,Low,FALSE,TRUE,FALSE,3.52,11.6,FALSE,62.3,0
STUD0480,Female,24,Computer Science,3,53.1,40.3,62.8,69.6,10,Secondary,Medium,TRUE,TRUE,TRUE,2.88,26,FALSE,52,0
STUD0481,Female,22,Business,3,54.6,80.8,63.2,47.8,8,Degree,Medium,TRUE,FALSE,TRUE,2.74,4.3,FALSE,45.5,1
STUD0482,Female,19,Business,2,67.9,63.7,26.6,72.4,8,Diploma,Medium,TRUE,FALSE,TRUE,3.27,9.3,FALSE,58.2,0
STUD0483,Male,21,Nursing,2,32.8,37.1,30.2,57,10,Diploma,Low,FALSE,TRUE,TRUE,2.12,8.1,FALSE,38.2,1
STUD0484,Female,22,Education,2,67.6,79.4,45.8,90.7,9,None,Medium,TRUE,TRUE,FALSE,3.62,4,FALSE,57.9,0
STUD0485,Female,21,Education,1,79.7,82.3,41.4,83.7,6,Degree,Medium,TRUE,FALSE,TRUE,4.07,10.2,FALSE,59.8,0
STUD0486,Female,22,Computer Science,4,40.3,61,55.2,72,13,Degree,Medium,TRUE,FALSE,FALSE,2.82,7.2,FALSE,54.4,0
STUD0487,Male,24,Education,2,81.3,72.8,29.8,94.1,13,Diploma,Low,TRUE,FALSE,FALSE,4.12,11.4,FALSE,67.3,0
STUD0488,Male,23,Business,4,54.5,76.5,36.4,89.6,11,Secondary,Medium,TRUE,FALSE,FALSE,3.12,1.7,FALSE,53.8,0
STUD0489,Female,21,Computer Science,4,68.1,52.8,64,79,8,None,Low,FALSE,TRUE,TRUE,3.01,3.6,FALSE,51.1,0
STUD0490,Female,22,Computer Science,4,56.7,53.5,84.4,65.2,6,Diploma,Low,FALSE,FALSE,TRUE,2.03,8.9,FALSE,57.1,0
STUD0491,Male,20,Computer Science,1,73.6,73.1,66.6,65,5,Diploma,Medium,TRUE,TRUE,TRUE,3.28,1.1,FALSE,56.6,0
STUD0492,Female,25,Computer Science,1,80.4,84.9,66.5,100,5,None,High,TRUE,TRUE,TRUE,3.55,11.8,FALSE,70.6,0
STUD0493,Male,20,Education,3,74.7,76.4,83.6,100,7,Diploma,Medium,FALSE,TRUE,FALSE,4.46,1.1,FALSE,67.2,0
STUD0494,Male,17,Computer Science,3,64.9,63.1,65.9,78.7,8,Secondary,Medium,FALSE,FALSE,FALSE,3.26,3.1,FALSE,56.3,0
STUD0495,Male,23,Business,4,57.9,55,54.4,76.2,7,Diploma,Low,TRUE,TRUE,TRUE,2.74,2.2,FALSE,60.3,0
STUD0496,Male,23,Nursing,3,64,75.1,89.3,95.3,9,Diploma,Medium,TRUE,FALSE,TRUE,3.73,0.5,FALSE,66.1,0
STUD0497,Female,20,Business,4,74.8,77.5,57.4,65.5,7,None,Low,FALSE,TRUE,TRUE,3.01,2.5,FALSE,66.1,0
STUD0498,Male,19,Agriculture,1,75.4,61.5,53.5,100,7,Diploma,High,TRUE,FALSE,TRUE,3.4,19.4,FALSE,53.6,0
STUD0499,Female,24,Education,1,73.3,59.9,67.2,100,10,Secondary,High,TRUE,TRUE,FALSE,3.43,0.5,TRUE,54.5,0
STUD0500,Female,21,Business,1,45.8,47,70,58.8,5,Secondary,Medium,TRUE,FALSE,TRUE,2.48,0.5,FALSE,48.1,1
STUD0501,Female,23,Agriculture,2,64.7,57.1,44.5,70.9,8,Degree,Medium,TRUE,FALSE,FALSE,2.7,9.7,FALSE,47,1
STUD0502,Female,20,Computer Science,4,55.5,68.6,72.4,63.2,9,None,Medium,TRUE,TRUE,FALSE,2.71,3.7,FALSE,54,0
STUD0503,Male,20,Agriculture,1,75,74.3,42.2,95.9,11,Secondary,Medium,TRUE,TRUE,FALSE,3.79,2.1,FALSE,52,0
STUD0504,Female,24,Computer Science,4,53.5,62.7,68.2,64.2,9,None,Low,TRUE,FALSE,TRUE,2.99,5.7,FALSE,42.2,1
STUD0505,Female,24,Education,3,71.8,70,38.8,85,8,None,Low,FALSE,TRUE,FALSE,3.53,2.5,FALSE,57.8,0
STUD0506,Male,18,Computer Science,3,60.8,63.8,60.3,60.1,8,Secondary,Medium,TRUE,TRUE,FALSE,2.64,4,FALSE,49.4,1
STUD0507,Female,18,Business,1,36.8,31.3,74.1,99.6,5,None,High,TRUE,FALSE,TRUE,2.32,10.1,TRUE,44.9,1
STUD0508,Female,19,Business,4,79,80.3,59.1,81.7,6,Diploma,Low,FALSE,FALSE,TRUE,3.5,1,FALSE,72.1,0
STUD0509,Female,19,Business,1,64.6,58.1,55.6,88.4,10,None,Low,TRUE,TRUE,FALSE,2.93,25.7,FALSE,58.5,0
STUD0510,Female,17,Education,3,84.1,75.2,26.4,97.5,14,Diploma,Medium,TRUE,TRUE,TRUE,4.14,0.5,TRUE,74.9,0
STUD0511,Female,19,Education,1,40,44.3,40.6,74.5,7,None,High,TRUE,FALSE,TRUE,2.49,13.1,FALSE,42.1,1
STUD0512,Male,22,Computer Science,4,60.6,62.8,71.5,72.7,8,None,Low,FALSE,FALSE,TRUE,3.01,10.3,TRUE,63.4,0
STUD0513,Female,24,Education,3,61.8,67.8,56.7,88.6,9,Secondary,Low,TRUE,FALSE,TRUE,3.44,2.7,FALSE,63,0
STUD0514,Female,22,Agriculture,2,69.1,56.3,73.6,81.7,5,Degree,Medium,TRUE,TRUE,TRUE,3.36,1,TRUE,55.8,0
STUD0515,Male,21,Education,3,45.1,54.6,57,88.1,16,Diploma,Medium,FALSE,FALSE,FALSE,2.13,15.3,TRUE,49.9,1
STUD0516,Male,20,Nursing,2,73.2,64.4,35.3,75.7,12,Diploma,Low,TRUE,TRUE,TRUE,3.51,9.1,FALSE,54.1,0
STUD0517,Male,19,Nursing,1,93.7,94.4,78.9,91.5,7,None,Low,FALSE,TRUE,FALSE,4.79,2.7,FALSE,82.3,0
STUD0518,Female,20,Education,1,72.1,57.1,40,93.8,13,Degree,Medium,FALSE,TRUE,TRUE,3.37,0.5,TRUE,59,0
STUD0519,Female,23,Business,4,66.4,54.8,61.5,57.3,6,None,Medium,TRUE,FALSE,TRUE,3.28,22.3,FALSE,47.2,1
STUD0520,Male,17,Computer Science,2,44.3,48,79,77.1,9,Secondary,High,TRUE,FALSE,TRUE,2.62,4.1,FALSE,43.9,1
STUD0521,Female,23,Computer Science,1,53.4,47.8,72.2,85.3,6,Diploma,Medium,TRUE,FALSE,FALSE,2.76,1.6,FALSE,45.9,1
STUD0522,Male,17,Computer Science,2,64.2,61.3,72.9,65.3,3,Secondary,Low,FALSE,FALSE,TRUE,2.99,19.4,FALSE,49.9,1
STUD0523,Female,18,Business,1,57.1,54,21.9,84.3,11,Degree,Medium,TRUE,TRUE,FALSE,2.52,3.6,FALSE,42.5,1
STUD0524,Female,20,Education,3,80.4,74.1,36.5,85.5,5,None,Medium,TRUE,TRUE,TRUE,4.16,5,FALSE,54.8,0
STUD0525,Female,17,Business,1,73,78.9,68.5,86.8,6,Degree,Low,TRUE,TRUE,FALSE,3.46,9.6,FALSE,69.7,0
STUD0526,Male,25,Business,4,100,88.9,49.7,100,8,Diploma,High,TRUE,TRUE,FALSE,4.11,13.7,FALSE,66,0
STUD0527,Male,22,Education,3,50.3,56.8,13,99.6,12,Diploma,High,TRUE,FALSE,TRUE,2.89,0.8,TRUE,50.2,0
STUD0528,Male,17,Business,4,65.5,53.7,59.9,78,5,None,Low,FALSE,TRUE,FALSE,2.99,18.3,TRUE,65.1,0
STUD0529,Male,17,Nursing,3,44.2,50.2,44.9,59.9,6,Secondary,Low,FALSE,FALSE,TRUE,2.68,21.6,FALSE,42.7,1
STUD0530,Female,22,Computer Science,2,31.7,39.8,81.6,70.1,9,Degree,Low,TRUE,FALSE,FALSE,2.06,2.4,TRUE,44.3,1
STUD0531,Female,20,Computer Science,4,75.8,77.3,52.9,98.7,12,Secondary,Low,FALSE,FALSE,FALSE,3.77,5.5,FALSE,66.7,0
STUD0532,Female,20,Business,1,72.4,60.8,28.7,64.3,6,Diploma,Medium,TRUE,TRUE,TRUE,3.01,15.6,FALSE,42.9,1
STUD0533,Female,22,Education,2,52.2,47.7,76.2,67.4,8,Degree,Medium,TRUE,FALSE,FALSE,2.16,5.3,FALSE,51.3,0
STUD0534,Female,23,Business,1,66.4,68,63.1,77.4,6,Secondary,High,TRUE,TRUE,TRUE,3.06,5.3,FALSE,59.2,0
STUD0535,Female,25,Education,3,55.6,78.1,14.2,71.1,7,Diploma,Low,TRUE,TRUE,TRUE,2.93,7.7,FALSE,48.2,1
STUD0536,Female,21,Education,3,57.6,57.8,51.5,80.3,4,Diploma,Medium,TRUE,TRUE,TRUE,2.96,11.7,TRUE,43,1
STUD0537,Female,25,Computer Science,1,60.2,62.8,59.3,100,13,Secondary,High,FALSE,TRUE,TRUE,2.85,8.8,FALSE,68.3,0
STUD0538,Male,20,Computer Science,1,51.6,65.4,87.4,87.6,6,None,Medium,FALSE,TRUE,TRUE,2.86,7.9,FALSE,59.2,0
STUD0539,Male,18,Business,2,54.3,62.6,25,67.5,10,Secondary,Low,FALSE,FALSE,TRUE,3.26,3.7,TRUE,41.2,1
STUD0540,Male,19,Education,1,54.7,63,22.4,61.2,11,Secondary,Low,FALSE,FALSE,TRUE,2.96,8,FALSE,40.7,1
STUD0541,Female,17,Nursing,4,71.3,66.9,70,80.4,11,Diploma,Low,FALSE,FALSE,FALSE,3.7,0.9,FALSE,58,0
STUD0542,Female,22,Nursing,4,23.4,38.3,52.4,83.3,9,None,High,TRUE,TRUE,FALSE,1.91,4.2,FALSE,46.9,1
STUD0543,Male,22,Business,1,61.6,54.4,58.2,83.7,8,Degree,High,TRUE,FALSE,FALSE,3.52,1.7,TRUE,54.5,0
STUD0544,Female,17,Nursing,4,48.7,59.1,36.3,81.7,6,None,High,TRUE,FALSE,TRUE,3.02,6.2,FALSE,47.3,1
STUD0545,Female,19,Education,1,49.2,59.2,43.5,97.3,8,Diploma,High,TRUE,FALSE,TRUE,3,2.4,FALSE,49.2,1
STUD0546,Male,21,Education,2,57.1,66.4,73.2,86,6,Diploma,Low,FALSE,TRUE,FALSE,3.29,5.6,FALSE,63,0
STUD0547,Male,19,Business,4,64.8,59,50.8,87.2,6,None,High,TRUE,TRUE,TRUE,2.78,12,FALSE,59.9,0
